game_id,color,team_id,team_region,player_id,player_tag,core_shots,core_goals,core_saves,core_assists,core_score,core_shooting_percentage,boost_bpm,boost_bcpm,boost_avg_amount,boost_amount_collected,boost_amount_stolen,boost_amount_collected_big,boost_amount_stolen_big,boost_amount_collected_small,boost_amount_stolen_small,boost_count_collected_big,boost_count_stolen_big,boost_count_collected_small,boost_count_stolen_small,boost_amount_overfill,boost_amount_overfill_stolen,boost_amount_used_while_supersonic,boost_time_zero_boost,boost_percent_zero_boost,boost_time_full_boost,boost_percent_full_boost,boost_time_boost_0_25,boost_time_boost_25_50,boost_time_boost_50_75,boost_time_boost_75_100,boost_percent_boost_0_25,boost_percent_boost_25_50,boost_percent_boost_50_75,boost_percent_boost_75_100,movement_avg_speed,movement_total_distance,movement_time_supersonic_speed,movement_time_boost_speed,movement_time_slow_speed,movement_time_ground,movement_time_low_air,movement_time_high_air,movement_time_powerslide,movement_count_powerslide,movement_avg_powerslide_duration,movement_avg_speed_percentage,movement_percent_slow_speed,movement_percent_boost_speed,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_avg_distance_to_ball,positioning_avg_distance_to_ball_possession,positioning_avg_distance_to_ball_no_possession,positioning_avg_distance_to_mates,positioning_time_defensive_third,positioning_time_neutral_third,positioning_time_offensive_third,positioning_time_defensive_half,positioning_time_offensive_half,positioning_time_behind_ball,positioning_time_in_front_ball,positioning_time_most_back,positioning_time_most_forward,positioning_goals_against_while_last_defender,positioning_time_closest_to_ball,positioning_time_farthest_from_ball,positioning_percent_defensive_third,positioning_percent_offensive_third,positioning_percent_neutral_third,positioning_percent_defensive_half,positioning_percent_offensive_half,positioning_percent_behind_ball,positioning_percent_in_front_ball,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,demo_inflicted,demo_taken,advanced_goal_participation,advanced_rating,advanced_mvp,winner,platform,platform_id,car_id,car_name,steering_sensitivity,camera_fov,camera_height,camera_pitch,camera_distance,camera_stiffness,camera_swivel_speed,camera_transition_speed
62ec0f8ec437fde7e02daa32,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae241b8,BeastMode,8,2,0,1,486,25.0,484.0,483.18945,54.6,2733.0,1401.0,1980.0,1029.0,753.0,372.0,27.0,12.0,69.0,33.0,747.0,176.0,385.0,36.28,10.690397,45.78,13.489701,120.62,69.77,56.43,105.17,34.26802,19.821585,16.031706,29.87869,1654.0,553347.0,75.46,153.18,128.14,210.28,109.54,36.97,7.5,72.0,0.1,71.91304,35.91569,42.934017,21.15029,58.936626,30.701532,10.361837,2468.0,2200.0,2824.0,3811.0,111.05,97.94,147.8,153.0,203.79,263.57,93.22,73.4,126.1,0.0,130.1,84.9,31.12475,41.424927,27.450321,42.88237,57.117638,73.87258,26.127413,21.628311,37.157085,38.335743,25.016943,2.0,0.0,75.0,1.638304974800924,TRUE,TRUE,steam,76561198284393407,23,Octane,1.3,109.0,90.0,-4.0,270.0,0.45,7.0,1.0
62ec0f8ec437fde7e02daa32,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae240b2,Comm,5,1,0,2,430,20.0,467.0,481.06787,48.64,2721.0,897.0,2113.0,661.0,608.0,236.0,26.0,7.0,53.0,20.0,332.0,38.0,647.0,55.48,16.347939,29.24,8.615965,131.47,80.47,50.53,84.85,37.8527,23.168835,14.548543,24.42992,1530.0,507599.0,45.07,147.41,161.17,213.95,118.52,21.18,8.87,88.0,0.1,66.521736,45.573303,41.682453,12.744238,60.49767,33.513363,5.988972,3216.0,3025.0,3475.0,4003.0,110.87,121.57,121.22,164.59,189.06,237.81,115.84,96.4,143.2,0.0,91.5,130.8,31.349318,34.275856,34.374825,46.540367,53.459637,67.24445,32.75555,28.405575,42.195835,26.961723,38.542004,4.0,1.0,75.0,1.485879096824858,FALSE,TRUE,steam,76561198349297431,23,Octane,1.3,110.0,100.0,-3.0,270.0,0.45,3.2,1.0
62ec0f8ec437fde7e02daa32,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae23d72,Torment,4,1,1,0,363,25.0,437.0,448.8906,54.15,2539.0,418.0,1820.0,191.0,719.0,227.0,24.0,2.0,67.0,22.0,621.0,34.0,327.0,24.49,7.216313,41.28,12.163715,110.87,59.18,73.67,97.18,32.522736,17.35993,21.610443,28.506893,1589.0,525878.0,57.69,144.03,151.68,208.63,128.58,16.18,6.91,76.0,0.09,69.08696,42.9202,40.75552,16.324278,59.036755,36.384727,4.5785108,2979.0,3009.0,2955.0,3906.0,138.2,154.52,60.67,221.64,131.75,305.31,48.08,171.4,65.7,1.0,113.5,125.5,39.106934,17.168001,43.72506,62.71824,37.281754,86.39463,13.605365,50.50535,19.3594,33.444324,36.980286,0.0,1.0,25.0,0.8625097510515098,FALSE,TRUE,steam,76561198097285289,23,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,5.5,1.2
62ec0f8ec437fde7e02daa32,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,60bb4abf6d9c1362119ca7d3,Darth.,1,0,5,1,519,0.0,339.0,336.44696,37.88,1903.0,276.0,1112.0,173.0,791.0,103.0,13.0,2.0,61.0,9.0,187.0,26.0,486.0,66.62,19.630493,19.88,5.857913,181.92,77.26,45.82,39.25,52.845314,22.442991,13.310095,11.401598,1513.0,504211.0,45.07,139.39,172.2,196.44,133.32,26.9,7.81,75.0,0.1,65.78261,48.281277,39.08204,12.636684,55.077663,37.38014,7.5421968,3075.0,3219.0,2986.0,3452.0,230.8,96.18,29.67,290.95,65.71,247.3,109.36,137.3,114.7,1.0,96.1,137.4,64.7133,8.31908,26.967615,81.576294,18.423708,69.337746,30.662254,40.457317,33.79792,28.317177,40.486782,1.0,0.0,100.0,1.212560750517137,FALSE,FALSE,steam,76561198401040166,4284,Fennec,1.7,109.0,90.0,-5.0,260.0,0.4,5.0,1.3
62ec0f8ec437fde7e02daa32,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,60bb4abf6d9c1362119ca7d4,Snowyy,0,0,3,0,274,0.0,385.0,362.2595,37.61,2049.0,137.0,1204.0,0.0,845.0,137.0,13.0,0.0,77.0,12.0,111.0,0.0,484.0,35.26,10.389839,13.58,4.001532,173.19,89.71,32.79,39.7,51.63839,26.747963,9.776677,11.836966,1589.0,517650.0,57.66,145.0,145.05,209.75,130.27,7.69,9.39,79.0,0.12,69.08696,41.715797,41.70142,16.582785,60.323254,37.465126,2.211613,2560.0,2699.0,2454.0,3236.0,229.6,81.93,36.18,275.6,72.12,249.99,97.72,101.8,102.9,1.0,117.3,99.0,66.03204,10.405223,23.56274,79.25917,20.740828,71.89612,28.103878,29.99676,30.320889,34.564045,29.171701,1.0,3.0,0.0,0.3748215907627304,FALSE,FALSE,steam,76561198409065326,4284,Fennec,1.8,110.0,90.0,-5.0,270.0,0.45,5.5,1.2
62ec0f8ec437fde7e02daa32,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,61731962f8090ec745288a9a,SkillSteal,2,1,0,0,266,50.0,372.0,370.569,45.81,2096.0,296.0,1465.0,187.0,631.0,109.0,16.0,2.0,54.0,9.0,135.0,12.0,240.0,47.57,14.01715,20.11,5.925686,132.77,87.68,54.28,68.73,38.65661,25.528444,15.803877,20.011065,1395.0,453125.0,30.38,121.24,195.97,186.36,141.51,19.72,12.01,107.0,0.11,60.652172,56.379642,34.880177,8.740183,53.61489,40.711754,5.6733503,2584.0,2348.0,2731.0,3435.0,220.13,93.08,34.39,279.17,68.43,232.03,115.57,107.8,118.0,2.0,125.3,113.5,63.328537,9.893556,26.777905,80.31358,19.68642,66.752014,33.247986,31.764742,34.77031,36.921356,33.444324,0.0,3.0,100.0,0.9560894030064384,FALSE,FALSE,steam,76561198049806548,23,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,8.0,1.6
62ec11c4da9d7ca1c7bb30ae,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae240b2,Comm,7,4,2,1,805,57.14285714285714,460.0,467.17188,53.81,2692.0,267.0,2182.0,125.0,510.0,142.0,26.0,2.0,45.0,13.0,333.0,78.0,475.0,29.53,8.5411005,38.53,11.144213,101.43,69.84,78.49,95.49,29.378714,20.22882,22.734253,27.65822,1472.0,494978.0,49.38,130.4,182.91,210.84,114.75,37.1,07.09,70.0,0.1,64.0,50.4315,35.953568,13.614933,58.13229,31.63859,10.22912,3150.0,3237.0,3071.0,3984.0,168.37,128.22,66.11,240.86,121.83,270.73,91.97,128.3,106.7,2.0,111.8,110.8,46.421284,18.227184,35.35153,66.40933,33.590668,74.64296,25.357044,37.10881,30.861341,32.336437,32.047203,1.0,1.0,100.0,2.5683485935912436,TRUE,TRUE,steam,76561198349297431,23,Octane,1.3,110.0,100.0,-3.0,270.0,0.45,3.2,1.0
62ec11c4da9d7ca1c7bb30ae,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae241b8,BeastMode,4,1,2,3,571,25.0,485.0,454.1563,51.13,2617.0,737.0,2008.0,607.0,609.0,130.0,24.0,7.0,57.0,12.0,410.0,92.0,495.0,32.32,9.348065,30.83,8.917106,105.22,81.33,61.42,89.68,31.162447,24.087072,18.190434,26.560047,1634.0,552072.0,74.18,144.04,144.68,190.09,133.06,39.74,7.68,70.0,0.11,71.04348,39.867733,39.691376,20.440895,52.382267,36.66676,10.950978,2709.0,2359.0,3142.0,3957.0,166.12,104.11,92.66,226.6,136.29,276.73,86.16,104.6,125.6,0.0,146.4,95.3,45.776955,25.533907,28.689133,62.44316,37.55683,76.25727,23.742731,30.253948,36.327877,42.343956,27.564066,1.0,1.0,80.0,1.9805516613396856,FALSE,TRUE,steam,76561198284393407,23,Octane,1.3,109.0,90.0,-4.0,270.0,0.45,7.0,1.0
62ec11c4da9d7ca1c7bb30ae,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae23d72,Torment,3,0,0,1,136,0.0,388.0,439.40533,52.51,2532.0,405.0,1736.0,100.0,796.0,305.0,22.0,1.0,66.0,20.0,529.0,9.0,275.0,44.83,12.966392,33.51,9.692254,133.47,57.42,66.99,93.36,37.99966,16.347797,19.07243,26.580116,1572.0,529675.0,54.42,154.26,157.44,213.18,129.79,23.15,7.79,85.0,0.09,68.347824,43.002296,42.133724,14.863979,58.226818,35.450127,6.323064,3344.0,3405.0,3327.0,4012.0,159.43,130.52,76.17,232.51,133.61,276.73,89.39,113.5,106.8,0.0,80.9,139.9,43.54583,20.804655,35.649513,63.5065,36.4935,75.58451,24.415493,32.828136,30.890265,23.399086,40.463932,0.0,0.0,20.0,0.5302871431269827,FALSE,TRUE,steam,76561198097285289,23,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,5.5,1.2
62ec11c4da9d7ca1c7bb30ae,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,60bb4abf6d9c1362119ca7d3,Darth.,1,1,2,1,409,100.0,364.0,363.0474,41.57,2092.0,293.0,1418.0,161.0,674.0,132.0,16.0,2.0,57.0,11.0,182.0,38.0,147.0,59.16,17.111124,22.36,6.4672875,159.21,85.65,40.18,61.19,45.983887,24.73789,11.605002,17.673222,1482.0,496509.0,42.06,136.28,183.06,199.46,137.95,23.99,7.78,85.0,0.09,64.434784,50.653015,37.70891,11.638074,55.190926,38.171,6.6380744,3254.0,3265.0,3228.0,3742.0,181.99,123.69,55.72,253.34,108.06,250.04,111.36,125.2,118.1,2.0,97.5,146.8,50.35694,15.417819,34.22523,70.09962,29.900389,69.1865,30.813503,36.212185,34.15862,28.200382,42.459652,1.0,1.0,100.0,1.7035238434441848,FALSE,FALSE,steam,76561198401040166,4284,Fennec,1.7,109.0,90.0,-5.0,260.0,0.4,5.0,1.3
62ec11c4da9d7ca1c7bb30ae,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,61731962f8090ec745288a9a,SkillSteal,5,1,1,1,349,20.0,416.0,407.82092,49.05,2350.0,717.0,1703.0,557.0,647.0,160.0,20.0,6.0,57.0,14.0,309.0,42.0,395.0,45.47,13.151502,32.49,9.397236,125.99,67.78,61.35,82.04,37.368015,20.103214,18.196108,24.33266,1576.0,531445.0,70.66,133.8,158.66,206.35,136.25,20.52,8.44,99.0,0.09,68.521736,43.693542,36.84732,19.459131,56.826946,37.522034,5.6510243,2599.0,2265.0,2843.0,3458.0,170.16,125.84,67.12,233.39,129.73,244.22,118.9,97.3,126.8,2.0,128.9,94.0,46.860542,18.48425,34.655212,64.27352,35.726482,67.256004,32.743996,28.142536,36.674957,37.28235,27.18806,1.0,1.0,100.0,1.3318065195809143,FALSE,FALSE,steam,76561198049806548,23,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,8.0,1.6
62ec11c4da9d7ca1c7bb30ae,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,60bb4abf6d9c1362119ca7d4,Snowyy,0,0,2,0,253,0.0,454.0,473.24582,40.01,2727.0,338.0,1922.0,100.0,805.0,238.0,21.0,1.0,70.0,20.0,184.0,0.0,707.0,79.7,23.052004,20.07,5.80494,178.31,70.95,47.97,61.33,49.729473,19.787481,13.378514,17.104528,1616.0,546906.0,69.03,144.38,150.77,198.39,140.97,24.82,5.61,55.0,0.1,70.26087,41.399853,39.64523,18.95491,54.47581,38.70888,6.8153114,2760.0,2688.0,2806.0,3443.0,192.86,113.34,57.99,255.54,108.65,251.72,112.47,119.5,97.8,1.0,116.5,101.4,52.955875,15.923007,31.121119,70.16667,29.833328,69.11777,30.88223,34.563545,28.287153,33.695843,29.328398,0.0,0.0,0.0,0.2770485782769635,FALSE,FALSE,steam,76561198409065326,4284,Fennec,1.8,110.0,90.0,-5.0,270.0,0.45,5.5,1.2
62ec13a5c437fde7e02daa47,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae241b8,BeastMode,5,2,0,2,598,40.0,478.0,479.4616,45.78,2636.0,779.0,2036.0,500.0,600.0,279.0,23.0,5.0,56.0,26.0,285.0,5.0,235.0,63.12,19.134811,45.58,13.817565,157.19,52.15,37.56,81.26,47.900414,15.891638,11.445637,24.76231,1601.0,512681.0,63.17,146.12,129.05,169.96,143.85,24.52,5.61,56.0,0.1,69.608696,38.14211,43.187332,18.67057,50.23498,42.517666,7.247362,2932.0,2870.0,3077.0,3934.0,126.71,94.33,117.3,164.76,173.58,250.44,87.9,107.8,115.7,0.0,121.3,105.9,37.45049,34.669266,27.880236,48.69658,51.303425,74.02022,25.979784,32.679543,35.074425,36.77206,32.103558,0.0,2.0,80.0,1.8959334186312287,TRUE,TRUE,steam,76561198284393407,23,Octane,1.3,109.0,90.0,-4.0,270.0,0.45,7.0,1.0
62ec13a5c437fde7e02daa47,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae23d72,Torment,4,2,1,1,459,50.0,441.0,467.82068,50.35,2572.0,977.0,1732.0,739.0,840.0,238.0,22.0,8.0,74.0,22.0,485.0,71.0,506.0,39.22,11.889532,36.2,10.97402,123.36,71.13,52.74,83.97,37.246376,21.476446,15.923912,25.35326,1636.0,527195.0,70.98,136.58,133.83,180.85,141.33,19.21,05.04,61.0,0.08,71.13043,39.2015,40.007027,20.791471,52.974606,41.398403,5.6269956,3044.0,2920.0,3113.0,3976.0,123.91,114.44,103.03,176.99,164.4,251.55,89.84,102.8,116.1,0.0,98.8,105.3,36.296795,30.180443,33.52276,51.84393,48.156067,73.68405,26.315943,31.163792,35.195683,29.951193,31.921667,1.0,1.0,60.0,1.617974774918618,FALSE,TRUE,steam,76561198097285289,23,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,5.5,1.2
62ec13a5c437fde7e02daa47,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae240b2,Comm,4,1,1,1,310,25.0,425.0,418.16473,43.74,2299.0,666.0,1566.0,400.0,733.0,266.0,18.0,4.0,65.0,26.0,173.0,7.0,412.0,56.59,17.155243,27.67,8.388153,140.6,84.42,36.26,70.16,42.42095,25.470673,10.940139,21.168238,1509.0,490053.0,49.32,137.77,157.34,196.82,124.46,23.15,6.17,68.0,0.09,65.608696,45.68127,39.99942,14.31931,57.14369,36.135063,6.7212496,3171.0,3178.0,3064.0,4018.0,125.57,117.78,101.06,182.81,161.61,254.74,89.68,115.7,91.7,0.0,104.7,114.8,36.459454,29.342934,34.197613,53.07764,46.922363,73.96202,26.037975,35.074425,27.79883,31.739777,34.80159,2.0,0.0,40.0,1.1500831887624634,FALSE,TRUE,steam,76561198349297431,23,Octane,1.3,110.0,100.0,-3.0,270.0,0.45,3.2,1.0
62ec13a5c437fde7e02daa47,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,60bb4abf6d9c1362119ca7d3,Darth.,0,0,2,0,239,0.0,388.0,394.15527,44.96,2167.0,309.0,1627.0,167.0,540.0,142.0,20.0,2.0,48.0,12.0,373.0,33.0,459.0,56.77,17.20981,35.8,10.85276,132.03,76.84,62.28,61.27,39.71783,23.115335,18.735336,18.431503,1533.0,490347.0,58.3,125.43,154.56,190.06,130.54,17.69,5.94,68.0,0.09,66.652176,45.688614,37.077656,17.233736,56.182568,38.588192,5.2292414,3029.0,2992.0,3036.0,3621.0,206.0,83.74,48.54,256.13,82.16,222.12,116.16,132.3,90.8,3.0,102.9,135.5,60.896297,14.34906,24.75464,75.71314,24.286854,65.66158,34.338417,40.10671,27.525995,31.194107,41.07679,0.0,2.0,0.0,0.2716408259249445,FALSE,FALSE,steam,76561198401040166,4284,Fennec,1.7,109.0,90.0,-5.0,260.0,0.4,5.0,1.3
62ec13a5c437fde7e02daa47,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,60bb4abf6d9c1362119ca7d4,Snowyy,1,0,1,0,162,0.0,444.0,492.01202,44.76,2705.0,554.0,1860.0,289.0,845.0,265.0,21.0,3.0,74.0,23.0,249.0,10.0,501.0,44.83,13.590202,18.88,5.7234664,151.63,61.28,52.95,73.12,44.73125,18.077763,15.62039,21.570595,1704.0,549288.0,72.32,158.82,110.13,179.26,138.57,23.44,6.2,60.0,0.1,74.08696,32.270634,46.537933,21.191431,52.52732,40.604214,6.8684616,2779.0,2200.0,3010.0,3515.0,192.33,104.11,44.83,249.14,92.13,213.8,127.47,107.9,104.5,0.0,117.2,95.0,56.357132,13.136226,30.506636,73.003784,26.996222,62.64834,37.351654,32.709854,31.679148,35.52915,28.799225,1.0,1.0,0.0,0.20482317892408394,FALSE,FALSE,steam,76561198409065326,4284,Fennec,1.8,110.0,90.0,-5.0,270.0,0.45,5.5,1.2
62ec13a5c437fde7e02daa47,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,61731962f8090ec745288a9a,SkillSteal,1,0,0,0,84,0.0,377.0,393.24582,40.53,2162.0,273.0,1376.0,164.0,786.0,109.0,16.0,2.0,69.0,10.0,228.0,35.0,328.0,45.88,13.908509,24.3,7.3665385,163.57,61.62,65.38,48.52,48.237934,18.172167,19.281015,14.308886,1537.0,500899.0,61.4,125.1,158.06,196.47,138.23,9.85,9.75,108.0,0.09,66.82609,45.872997,36.307175,17.819828,57.0222,40.11899,2.8588014,2916.0,2788.0,2988.0,3638.0,179.53,118.37,46.66,250.52,94.04,207.84,136.72,92.2,128.4,2.0,103.7,102.0,52.104134,13.541908,34.35396,72.70722,27.29278,60.320408,39.679592,27.950405,38.924423,31.436626,30.921272,2.0,0.0,0.0,0.08503288900509673,FALSE,FALSE,steam,76561198049806548,23,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,8.0,1.6
62ec1559da9d7ca1c7bb30bc,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae240b2,Comm,5,1,1,2,508,20.0,436.0,422.35666,42.47,2432.0,852.0,1822.0,497.0,610.0,355.0,20.0,5.0,55.0,32.0,186.0,2.0,609.0,67.9,19.653246,34.42,9.962662,157.83,71.17,34.55,78.46,46.147778,20.809334,10.102044,22.940851,1513.0,510968.0,54.14,128.57,174.74,176.38,141.41,39.65,06.02,59.0,0.1,65.78261,48.88516,35.96867,15.1461735,49.345345,39.561886,11.092772,2884.0,2384.0,3521.0,3921.0,124.05,110.69,122.7,174.49,182.96,246.83,110.61,67.6,149.0,0.0,125.7,94.5,34.705124,34.32744,30.967434,48.815216,51.18478,69.05495,30.945053,19.566414,43.127155,36.38311,27.352457,3.0,1.0,100.0,1.665419006667968,TRUE,TRUE,steam,76561198349297431,23,Octane,1.3,110.0,100.0,-3.0,270.0,0.45,3.2,1.0
62ec1559da9d7ca1c7bb30bc,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae241b8,BeastMode,3,1,1,1,370,33.33333333333333,405.0,414.71533,48.04,2388.0,561.0,1682.0,394.0,706.0,167.0,20.0,5.0,56.0,14.0,329.0,105.0,220.0,54.77,15.852847,36.42,10.54155,125.03,75.65,48.88,95.72,36.21119,21.909754,14.156627,27.722427,1571.0,527575.0,50.73,145.5,157.69,194.07,139.84,20.0,7.82,73.0,0.11,68.304344,44.555264,41.110985,14.333747,54.835976,39.51287,5.651154,2985.0,2948.0,3052.0,3877.0,150.75,126.23,76.93,210.78,143.12,262.86,91.05,131.3,106.5,0.0,115.7,126.1,42.595573,21.737165,35.66726,59.5592,40.440804,74.27312,25.726881,38.003994,30.825785,33.48867,36.498886,1.0,2.0,66.66666666666666,1.2332834647522823,FALSE,TRUE,steam,76561198284393407,23,Octane,1.3,109.0,90.0,-4.0,270.0,0.45,7.0,1.0
62ec1559da9d7ca1c7bb30bc,blue,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae23d72,Torment,3,1,0,0,224,33.33333333333333,424.0,454.31128,51.24,2616.0,250.0,2031.0,97.0,585.0,153.0,24.0,1.0,54.0,15.0,307.0,3.0,349.0,45.81,13.259429,45.41,13.143651,124.07,68.94,59.63,87.59,36.466507,20.262762,17.526379,25.744349,1605.0,532903.0,60.25,150.95,139.77,210.22,119.97,20.79,7.56,82.0,0.09,69.78261,39.823917,43.009373,17.16671,59.89515,34.181435,5.923414,3177.0,3146.0,3167.0,3887.0,155.84,126.34,68.78,220.22,130.75,263.46,87.51,155.5,90.4,1.0,104.2,133.6,44.403923,19.597675,35.998405,62.746105,37.253895,75.066246,24.933756,45.00854,26.165737,30.160063,38.66972,1.0,3.0,33.33333333333333,0.7353649181355346,FALSE,TRUE,steam,76561198097285289,23,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,5.5,1.2
62ec1559da9d7ca1c7bb30bc,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,60bb4abf6d9c1362119ca7d4,Snowyy,2,0,3,0,417,0.0,475.0,477.9299,40.57,2752.0,486.0,1777.0,174.0,975.0,312.0,19.0,2.0,76.0,26.0,109.0,25.0,477.0,60.58,17.534517,17.0,4.920548,146.64,82.18,52.85,67.21,42.031643,23.555376,15.148475,19.264503,1675.0,566821.0,72.69,159.39,124.81,205.68,137.17,14.03,6.98,61.0,0.11,72.82609,34.971558,44.660816,20.367619,57.63282,38.43589,3.9312937,2575.0,2462.0,2661.0,3463.0,191.35,109.26,56.28,249.54,107.35,249.16,107.73,120.6,120.5,2.0,129.4,103.2,53.61596,15.769565,30.614473,69.92071,30.079298,69.814224,30.18577,34.906944,34.878002,37.45405,29.870619,2.0,1.0,0.0,0.5352306681443185,FALSE,FALSE,steam,76561198409065326,4284,Fennec,1.8,110.0,90.0,-5.0,270.0,0.45,5.5,1.2
62ec1559da9d7ca1c7bb30bc,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,61731962f8090ec745288a9a,SkillSteal,0,1,3,0,381,0.0,381.0,366.26242,45.36,2109.0,426.0,1324.0,278.0,785.0,148.0,15.0,3.0,61.0,14.0,179.0,21.0,354.0,21.44,6.205679,28.8,8.335987,101.94,113.68,63.35,58.87,30.174047,33.649063,18.75148,17.42541,1509.0,503264.0,56.72,122.9,171.3,201.01,124.96,24.95,9.4,101.0,0.09,65.608696,48.81454,35.022224,16.163227,57.28086,35.609253,7.1098824,2740.0,2636.0,2807.0,3521.0,183.35,105.12,62.44,238.23,112.69,222.26,128.66,94.1,120.9,1.0,121.4,110.9,52.249863,17.793736,29.956398,67.88727,32.112732,63.336376,36.663628,27.23668,34.99378,35.1385,32.09934,3.0,3.0,100.0,0.8710557792547675,FALSE,FALSE,steam,76561198049806548,4284,Fennec,1.4,110.0,100.0,-5.0,270.0,0.4,8.0,1.6
62ec1559da9d7ca1c7bb30bc,orange,60bb483e6d9c1362119ca7cd,Sub-Saharan Africa,60bb4abf6d9c1362119ca7d3,Darth.,1,0,1,1,212,0.0,425.0,436.94464,46.86,2516.0,224.0,1859.0,43.0,657.0,181.0,22.0,1.0,58.0,16.0,346.0,56.0,470.0,45.75,13.242063,30.15,8.726736,129.07,87.52,63.94,62.0,37.681374,25.551046,18.666979,18.100605,1532.0,518412.0,60.59,131.71,164.57,221.01,118.3,17.56,6.75,69.0,0.1,66.608696,46.11483,36.906998,16.97817,61.930115,33.149326,4.9205594,2969.0,2877.0,3053.0,3600.0,204.11,113.69,39.06,264.1,92.77,242.2,114.68,136.4,101.0,0.0,97.6,137.1,57.196102,10.94547,31.858433,74.00454,25.99546,67.86595,32.13405,39.480156,29.233843,28.249733,39.682774,1.0,1.0,100.0,0.735330930966909,FALSE,FALSE,steam,76561198401040166,4284,Fennec,1.7,109.0,90.0,-5.0,260.0,0.4,5.0,1.3
62ebef14da9d7ca1c7bb306f,blue,6020bc70f1e4807cc70023fb,Oceania,5f3d8fdd95f40596eae23e59,CJCJ,5,4,0,0,663,80.0,458.0,472.94717,47.95,2685.0,792.0,1727.0,425.0,958.0,367.0,20.0,5.0,81.0,27.0,300.0,89.0,285.0,45.39,13.325309,15.9,4.6678214,163.9,69.28,49.53,69.02,46.598244,19.696928,14.081825,19.623007,1624.0,546864.0,71.33,146.6,137.33,172.94,165.18,17.13,12.33,143.0,0.09,70.608696,38.656193,41.265553,20.078253,48.68121,46.496834,4.821956,2813.0,2800.0,2807.0,3967.0,129.08,117.79,108.38,183.01,172.25,284.61,70.64,116.0,120.9,0.0,129.8,100.6,36.334976,30.508093,33.156933,51.51438,48.485615,80.11541,19.884588,34.054546,35.493057,38.10586,29.53351,0.0,0.0,100.0,2.090871533221289,TRUE,TRUE,steam,76561197998103705,4284,Fennec,2.8,110.0,90.0,-5.0,260.0,0.45,8.1,1.3
62ebef14da9d7ca1c7bb306f,blue,6020bc70f1e4807cc70023fb,Oceania,5f3d8fdd95f40596eae23e36,Kamii,2,0,2,2,320,0.0,444.0,470.30502,52.81,2670.0,671.0,1850.0,367.0,820.0,304.0,23.0,5.0,73.0,27.0,461.0,135.0,232.0,27.76,8.149605,32.13,9.432522,100.76,76.66,72.08,98.06,28.990679,22.056625,20.738865,28.213833,1577.0,524385.0,56.27,152.23,143.12,200.17,138.25,13.2,8.47,74.0,0.11,68.565216,40.703037,43.2939,16.003073,56.927933,39.318016,3.7540526,3242.0,3215.0,3278.0,3979.0,128.41,134.75,88.45,200.6,151.01,265.93,85.69,129.6,115.2,0.0,92.9,136.1,36.520576,25.155714,38.32371,57.05185,42.94815,75.629944,24.370058,38.04715,33.819687,27.272993,39.95538,1.0,1.0,50.0,1.0719922677740834,FALSE,TRUE,steam,76561198073205334,4284,Fennec,2.0,110.0,100.0,-5.0,270.0,0.45,4.2,1.2
