color,team_region,player_tag,core_shots,core_goals,core_saves,core_assists,core_score,core_shooting_percentage,positioning_avg_distance_to_ball,demo_inflicted,demo_taken,winner,car_name
orange,Europe,AztraL,2,1,2,0,395,50.0,2513.0,1.0,1.0,TRUE,Fennec
orange,Europe,noly,3,0,3,0,383,0.0,3119.0,4.0,1.0,TRUE,Octane
blue,South America,caard,3,0,3,1,484,0.0,2805.0,3.0,1.0,TRUE,Octane
blue,South America,CaioTG1,5,1,2,0,479,20.0,2891.0,1.0,1.0,TRUE,Fennec
blue,South America,yanxnz,1,0,0,0,246,0.0,2834.0,0.0,4.0,TRUE,Octane
orange,South America,kv1,5,0,3,0,401,0.0,3365.0,0.0,1.0,FALSE,Fennec
orange,South America,Aztromick,1,0,1,0,309,0.0,3132.0,4.0,2.0,FALSE,Octane
orange,South America,Lostt,1,0,1,0,212,0.0,2646.0,2.0,1.0,FALSE,Fennec
blue,South America,caard,4,1,3,0,423,25.0,2838.0,1.0,1.0,TRUE,Octane
blue,South America,yanxnz,3,0,2,0,355,0.0,2959.0,0.0,2.0,TRUE,Octane
blue,South America,CaioTG1,6,0,0,0,156,0.0,2931.0,0.0,2.0,TRUE,Fennec
orange,South America,Lostt,2,0,4,0,519,0.0,2257.0,1.0,0.0,FALSE,Fennec
orange,South America,Aztromick,2,0,4,0,356,0.0,2932.0,4.0,1.0,FALSE,Octane
orange,South America,kv1,1,0,1,0,152,0.0,2933.0,0.0,0.0,FALSE,Fennec
blue,South America,CaioTG1,6,1,3,0,552,16.666666666666664,3011.0,0.0,2.0,FALSE,Fennec
blue,South America,caard,4,0,2,0,478,0.0,2943.0,0.0,3.0,FALSE,Octane
blue,South America,yanxnz,4,0,1,1,366,0.0,3003.0,1.0,1.0,FALSE,Octane
orange,South America,Lostt,3,0,6,1,785,0.0,2693.0,1.0,0.0,TRUE,Fennec
orange,South America,kv1,3,2,4,0,731,66.66666666666666,3193.0,2.0,1.0,TRUE,Fennec
orange,South America,Aztromick,2,0,0,0,234,0.0,2794.0,3.0,0.0,TRUE,Octane
blue,South America,caard,4,1,2,0,516,25.0,2937.0,1.0,2.0,TRUE,Octane
blue,South America,CaioTG1,4,2,1,0,379,50.0,2767.0,3.0,1.0,TRUE,Fennec
blue,South America,yanxnz,0,0,0,3,359,0.0,2690.0,2.0,2.0,TRUE,Octane
orange,South America,Lostt,3,2,2,0,516,66.66666666666666,2633.0,2.0,2.0,FALSE,Fennec
orange,South America,Aztromick,3,0,2,2,389,0.0,2501.0,3.0,3.0,FALSE,Octane
orange,South America,kv1,1,0,1,0,178,0.0,3045.0,0.0,1.0,FALSE,Fennec
blue,South America,caard,3,0,3,0,379,0.0,2966.0,1.0,0.0,FALSE,Octane
blue,South America,yanxnz,5,1,1,0,320,20.0,2981.0,1.0,4.0,FALSE,Octane
blue,South America,CaioTG1,1,0,2,1,226,0.0,3006.0,0.0,1.0,FALSE,Fennec
orange,South America,Aztromick,5,2,2,1,551,40.0,3107.0,3.0,1.0,TRUE,Octane
orange,South America,Lostt,3,1,1,1,376,33.33333333333333,2539.0,1.0,1.0,TRUE,Fennec
orange,South America,kv1,3,0,3,0,311,0.0,3265.0,1.0,0.0,TRUE,Fennec
blue,South America,yanxnz,3,0,2,0,315,0.0,2962.0,0.0,0.0,FALSE,Fennec
blue,South America,caard,2,1,0,0,250,50.0,2669.0,0.0,1.0,FALSE,Octane
blue,South America,CaioTG1,2,0,0,1,146,0.0,2809.0,0.0,0.0,FALSE,Fennec
orange,South America,kv1,1,1,4,0,558,100.0,3099.0,1.0,0.0,TRUE,Fennec
orange,South America,Lostt,3,1,1,0,291,33.33333333333333,2742.0,0.0,0.0,TRUE,Fennec
orange,South America,Aztromick,2,0,0,0,136,0.0,2728.0,0.0,0.0,TRUE,Octane
blue,South America,CaioTG1,2,2,1,0,483,100.0,2750.0,0.0,0.0,TRUE,Fennec
blue,South America,yanxnz,3,0,4,0,462,0.0,2957.0,0.0,2.0,TRUE,Octane
blue,South America,caard,1,0,2,1,298,0.0,2974.0,0.0,3.0,TRUE,Octane
orange,South America,Lostt,5,0,4,0,476,0.0,2639.0,1.0,0.0,FALSE,Fennec
orange,South America,Aztromick,1,1,0,0,204,100.0,2608.0,4.0,0.0,FALSE,Octane
orange,South America,kv1,3,0,0,0,110,0.0,3118.0,0.0,0.0,FALSE,Fennec
blue,Europe,rise.,7,3,3,0,761,42.857142857142854,2714.0,0.0,1.0,TRUE,Octane
blue,Europe,Joyo,2,1,1,4,550,50.0,2728.0,0.0,1.0,TRUE,Octane
blue,Europe,Vatira,2,1,1,1,384,50.0,2693.0,1.0,0.0,TRUE,Fennec
orange,South America,caard,7,2,2,0,548,28.57142857142857,2751.0,1.0,1.0,FALSE,Octane
orange,South America,yanxnz,1,0,4,0,479,0.0,2987.0,0.0,0.0,FALSE,Octane
orange,South America,CaioTG1,2,0,0,2,256,0.0,2961.0,1.0,0.0,FALSE,Fennec
blue,Europe,Vatira,4,1,4,1,645,25.0,2845.0,0.0,1.0,TRUE,Fennec
blue,Europe,rise.,6,0,2,0,570,0.0,2778.0,1.0,0.0,TRUE,Octane
blue,Europe,Joyo,6,1,2,0,536,16.666666666666664,2942.0,0.0,2.0,TRUE,Octane
orange,South America,caard,4,1,5,0,701,25.0,2698.0,1.0,0.0,FALSE,Octane
orange,South America,yanxnz,3,0,3,1,502,0.0,2660.0,1.0,1.0,FALSE,Octane
orange,South America,CaioTG1,3,0,3,0,327,0.0,2994.0,1.0,0.0,FALSE,Fennec
blue,Europe,Joyo,7,0,0,1,264,0.0,2876.0,2.0,1.0,FALSE,Octane
blue,Europe,Vatira,2,0,1,0,230,0.0,2785.0,4.0,0.0,FALSE,Fennec
blue,Europe,rise.,2,1,0,0,228,50.0,2832.0,1.0,5.0,FALSE,Octane
orange,South America,yanxnz,1,1,4,1,657,100.0,2651.0,2.0,2.0,TRUE,Octane
orange,South America,caard,2,1,2,0,310,50.0,2898.0,2.0,2.0,TRUE,Octane
orange,South America,CaioTG1,0,0,0,0,158,0.0,2948.0,2.0,3.0,TRUE,Fennec
blue,Europe,Joyo,2,0,2,0,262,0.0,2833.0,2.0,2.0,FALSE,Octane
blue,Europe,rise.,1,0,1,0,213,0.0,2512.0,0.0,0.0,FALSE,Octane
blue,Europe,Vatira,0,0,0,0,88,0.0,2912.0,0.0,0.0,FALSE,Fennec
orange,South America,caard,3,1,1,0,303,33.33333333333333,2754.0,1.0,0.0,TRUE,Octane
orange,South America,CaioTG1,1,0,0,1,230,0.0,2999.0,1.0,1.0,TRUE,Fennec
orange,South America,yanxnz,2,0,0,0,151,0.0,3233.0,0.0,1.0,TRUE,Octane
blue,Europe,Vatira,6,2,1,0,464,33.33333333333333,2893.0,0.0,0.0,TRUE,Fennec
blue,Europe,rise.,5,1,2,1,459,20.0,2831.0,0.0,0.0,TRUE,Octane
blue,Europe,Joyo,1,0,0,1,176,0.0,3202.0,1.0,0.0,TRUE,Octane
orange,South America,caard,1,0,5,0,493,0.0,2582.0,0.0,1.0,FALSE,Octane
orange,South America,yanxnz,2,0,3,0,296,0.0,2719.0,0.0,0.0,FALSE,Octane
orange,South America,CaioTG1,0,0,2,0,239,0.0,2871.0,0.0,0.0,FALSE,Fennec
blue,Europe,Vatira,2,1,3,0,468,50.0,2720.0,0.0,1.0,FALSE,Fennec
blue,Europe,rise.,2,0,3,1,412,0.0,2679.0,1.0,0.0,FALSE,Octane
blue,Europe,Joyo,4,1,0,0,306,25.0,2909.0,0.0,3.0,FALSE,Octane
orange,South America,yanxnz,6,3,3,1,832,50.0,2823.0,2.0,1.0,TRUE,Octane
orange,South America,caard,4,1,1,3,506,25.0,2800.0,2.0,0.0,TRUE,Octane
orange,South America,CaioTG1,4,2,2,0,498,50.0,3147.0,0.0,0.0,TRUE,Fennec
blue,Europe,Vatira,2,0,4,2,545,0.0,2818.0,1.0,0.0,FALSE,Fennec
blue,Europe,rise.,2,1,3,0,436,50.0,2701.0,1.0,0.0,FALSE,Octane
blue,Europe,Joyo,4,1,1,0,377,25.0,2902.0,1.0,1.0,FALSE,Octane
orange,South America,yanxnz,5,3,1,0,673,60.0,2692.0,0.0,1.0,TRUE,Octane
orange,South America,CaioTG1,3,0,2,3,531,0.0,2716.0,1.0,1.0,TRUE,Fennec
orange,South America,caard,4,0,2,0,244,0.0,2867.0,0.0,1.0,TRUE,Octane
blue,Europe,Seikoo,3,0,1,0,301,0.0,2627.0,1.0,1.0,FALSE,Fennec
blue,Europe,M0nkey M00n,2,0,1,0,170,0.0,2421.0,0.0,0.0,FALSE,Octane
blue,Europe,Extra,0,0,0,0,60,0.0,2788.0,1.0,1.0,FALSE,Fennec
orange,Europe,AztraL,3,1,1,2,463,33.33333333333333,2848.0,1.0,1.0,TRUE,Fennec
orange,Europe,noly,3,2,1,0,438,66.66666666666666,3028.0,0.0,1.0,TRUE,Octane
orange,Europe,itachi,0,0,1,1,240,0.0,2554.0,1.0,0.0,TRUE,Fennec
blue,Europe,M0nkey M00n,5,1,2,1,587,20.0,2708.0,1.0,3.0,TRUE,Octane
blue,Europe,Seikoo,4,1,1,1,573,25.0,2784.0,2.0,2.0,TRUE,Fennec
blue,Europe,Extra,1,0,1,0,232,0.0,2688.0,2.0,0.0,TRUE,Fennec
orange,Europe,AztraL,3,1,3,0,605,33.33333333333333,2841.0,1.0,1.0,FALSE,Fennec
orange,Europe,itachi,3,0,1,1,441,0.0,2564.0,4.0,2.0,FALSE,Fennec
orange,Europe,noly,0,0,0,0,230,0.0,3024.0,0.0,2.0,FALSE,Octane
blue,Europe,M0nkey M00n,2,2,2,1,572,100.0,3022.0,0.0,1.0,TRUE,Octane
blue,Europe,Seikoo,3,2,1,2,520,66.66666666666666,2756.0,2.0,0.0,TRUE,Fennec
blue,Europe,Extra,0,0,1,1,232,0.0,2725.0,2.0,1.0,TRUE,Fennec
orange,Europe,itachi,3,0,1,0,257,0.0,3016.0,0.0,1.0,FALSE,Fennec
orange,Europe,noly,1,1,0,0,234,100.0,3130.0,1.0,2.0,FALSE,Octane
orange,Europe,AztraL,4,0,0,1,222,0.0,2784.0,1.0,1.0,FALSE,Fennec
blue,Europe,M0nkey M00n,4,2,1,1,536,50.0,2808.0,2.0,0.0,TRUE,Octane
blue,Europe,Seikoo,3,2,2,0,452,66.66666666666666,2818.0,0.0,2.0,TRUE,Fennec
blue,Europe,Extra,1,0,1,3,356,0.0,2706.0,2.0,0.0,TRUE,Fennec
orange,Europe,itachi,0,0,2,1,295,0.0,2659.0,1.0,2.0,FALSE,Fennec
orange,Europe,AztraL,3,1,1,0,270,33.33333333333333,2937.0,1.0,1.0,FALSE,Fennec
orange,Europe,noly,1,0,0,0,154,0.0,2883.0,0.0,1.0,FALSE,Octane
blue,Europe,M0nkey M00n,4,0,2,1,421,0.0,2794.0,1.0,1.0,FALSE,Octane
blue,Europe,Extra,4,1,1,0,332,25.0,2427.0,2.0,2.0,FALSE,Fennec
blue,Europe,Seikoo,4,0,0,0,152,0.0,2753.0,2.0,3.0,FALSE,Fennec
orange,Europe,noly,3,1,3,2,579,33.33333333333333,2881.0,3.0,1.0,TRUE,Octane
orange,Europe,itachi,2,1,4,0,568,50.0,2526.0,2.0,1.0,TRUE,Fennec
orange,Europe,AztraL,3,2,1,2,538,66.66666666666666,2755.0,1.0,3.0,TRUE,Fennec
blue,Europe,M0nkey M00n,3,1,4,0,654,33.33333333333333,2428.0,0.0,0.0,FALSE,Octane
blue,Europe,Seikoo,2,1,0,1,288,50.0,2953.0,1.0,2.0,FALSE,Fennec
blue,Europe,Extra,3,0,1,1,242,0.0,2699.0,0.0,1.0,FALSE,Fennec
orange,Europe,itachi,4,2,3,1,610,50.0,2674.0,0.0,0.0,TRUE,Fennec
orange,Europe,noly,3,1,2,3,550,33.33333333333333,3225.0,2.0,0.0,TRUE,Octane
orange,Europe,AztraL,4,1,0,0,248,25.0,2640.0,1.0,1.0,TRUE,Fennec
blue,Europe,M0nkey M00n,1,1,5,1,590,100.0,2946.0,2.0,3.0,TRUE,Octane
blue,Europe,Extra,1,1,0,0,276,100.0,2782.0,0.0,1.0,TRUE,Fennec
blue,Europe,Seikoo,4,0,1,0,157,0.0,2968.0,0.0,1.0,TRUE,Fennec
orange,Europe,noly,6,1,1,0,294,16.666666666666664,2769.0,1.0,0.0,FALSE,Octane
orange,Europe,itachi,2,0,0,1,238,0.0,2589.0,3.0,0.0,FALSE,Fennec
orange,Europe,AztraL,0,0,2,0,237,0.0,2723.0,1.0,2.0,FALSE,Fennec
blue,North America,Chicago,2,2,0,0,458,100.0,2631.0,0.0,0.0,TRUE,Octane
blue,North America,JKnaps,1,0,4,1,430,0.0,2690.0,0.0,0.0,TRUE,Fennec
blue,North America,Atomic,2,0,0,1,306,0.0,2805.0,1.0,1.0,TRUE,Octane
orange,North America,jstn.,2,0,1,0,287,0.0,2614.0,1.0,0.0,FALSE,Octane
orange,North America,GarrettG,1,0,1,0,226,0.0,3026.0,0.0,0.0,FALSE,Fennec
orange,North America,Squishy,2,0,0,0,126,0.0,3353.0,0.0,1.0,FALSE,Octane
blue,North America,JKnaps,4,0,3,0,454,0.0,2903.0,0.0,0.0,FALSE,Fennec
blue,North America,Chicago,3,0,0,0,188,0.0,2859.0,1.0,2.0,FALSE,Octane
blue,North America,Atomic,4,0,0,0,124,0.0,2833.0,2.0,0.0,FALSE,Octane
orange,North America,jstn.,3,1,4,0,555,33.33333333333333,2854.0,0.0,1.0,TRUE,Fennec
orange,North America,Squishy,0,0,2,0,213,0.0,3554.0,0.0,1.0,TRUE,Octane
orange,North America,GarrettG,1,0,0,1,186,0.0,2954.0,2.0,1.0,TRUE,Fennec
blue,North America,Chicago,3,2,0,0,400,66.66666666666666,2872.0,2.0,1.0,TRUE,Octane
blue,North America,JKnaps,3,0,2,1,354,0.0,2808.0,1.0,1.0,TRUE,Fennec
blue,North America,Atomic,1,0,1,1,262,0.0,2755.0,1.0,0.0,TRUE,Octane
orange,North America,Squishy,2,0,3,0,370,0.0,2943.0,0.0,1.0,FALSE,Octane
orange,North America,jstn.,1,0,1,0,196,0.0,2863.0,2.0,1.0,FALSE,Fennec
orange,North America,GarrettG,1,0,0,0,194,0.0,2697.0,0.0,2.0,FALSE,Fennec
blue,North America,Atomic,2,1,1,1,352,50.0,3160.0,0.0,1.0,TRUE,Octane
blue,North America,Chicago,5,1,0,1,304,20.0,2918.0,2.0,0.0,TRUE,Octane
blue,North America,JKnaps,5,0,0,0,230,0.0,3021.0,1.0,2.0,TRUE,Fennec
orange,North America,Squishy,1,0,3,0,368,0.0,2973.0,0.0,1.0,FALSE,Octane
orange,North America,jstn.,0,0,3,0,355,0.0,2749.0,1.0,1.0,FALSE,Octane
orange,North America,GarrettG,1,0,2,0,228,0.0,2581.0,2.0,1.0,FALSE,Fennec
blue,North America,Chicago,2,1,3,0,526,50.0,2971.0,4.0,0.0,TRUE,Octane
blue,North America,JKnaps,5,0,2,2,429,0.0,2929.0,1.0,0.0,TRUE,Fennec
blue,North America,Atomic,3,1,1,0,326,33.33333333333333,2716.0,1.0,1.0,TRUE,Octane
orange,North America,Squishy,1,0,4,0,442,0.0,2990.0,0.0,2.0,FALSE,Octane
orange,North America,GarrettG,5,0,2,0,258,0.0,2791.0,0.0,2.0,FALSE,Fennec
orange,North America,jstn.,2,0,1,0,245,0.0,2812.0,1.0,2.0,FALSE,Octane
blue,North America,Sypical,5,3,2,0,608,60.0,2923.0,0.0,0.0,TRUE,Fennec
blue,North America,AYYJAYY,6,1,1,2,467,16.666666666666664,2684.0,0.0,1.0,TRUE,Octane
blue,North America,Firstkiller,2,0,4,1,457,0.0,2713.0,2.0,1.0,TRUE,Octane
orange,North America,BeastMode,5,1,3,0,508,20.0,2543.0,0.0,0.0,FALSE,Octane
orange,North America,Comm,3,0,1,1,265,0.0,3124.0,2.0,0.0,FALSE,Octane
orange,North America,Torment,1,0,2,0,152,0.0,2911.0,0.0,2.0,FALSE,Fennec
blue,North America,AYYJAYY,2,0,2,0,258,0.0,2799.0,1.0,1.0,FALSE,Octane
blue,North America,Firstkiller,1,0,0,0,176,0.0,2774.0,1.0,1.0,FALSE,Octane
blue,North America,Sypical,1,0,1,0,163,0.0,2860.0,2.0,2.0,FALSE,Fennec
orange,North America,Comm,2,1,2,0,356,50.0,3237.0,1.0,2.0,TRUE,Octane
orange,North America,BeastMode,2,0,1,1,210,0.0,2676.0,3.0,2.0,TRUE,Octane
orange,North America,Torment,1,0,0,0,146,0.0,2896.0,0.0,0.0,TRUE,Octane
blue,North America,Sypical,0,0,3,0,384,0.0,2987.0,0.0,2.0,FALSE,Fennec
blue,North America,AYYJAYY,4,1,0,0,278,25.0,2942.0,1.0,1.0,FALSE,Octane
blue,North America,Firstkiller,0,0,1,1,264,0.0,2446.0,2.0,2.0,FALSE,Octane
orange,North America,Comm,3,1,1,3,552,33.33333333333333,3066.0,3.0,1.0,TRUE,Octane
orange,North America,BeastMode,6,3,0,0,547,50.0,2968.0,2.0,1.0,TRUE,Octane
orange,North America,Torment,2,1,2,2,492,50.0,3006.0,0.0,1.0,TRUE,Octane
blue,North America,Firstkiller,4,2,4,0,792,50.0,2765.0,2.0,3.0,TRUE,Octane
blue,North America,Sypical,3,0,2,2,442,0.0,3016.0,1.0,4.0,TRUE,Fennec
blue,North America,AYYJAYY,3,0,1,0,212,0.0,2769.0,2.0,1.0,TRUE,Octane
orange,North America,BeastMode,6,0,4,0,445,0.0,2794.0,3.0,1.0,FALSE,Octane
orange,North America,Torment,1,0,3,0,338,0.0,3215.0,1.0,3.0,FALSE,Octane
orange,North America,Comm,2,1,0,0,302,50.0,2881.0,4.0,1.0,FALSE,Octane
blue,North America,Firstkiller,4,2,2,2,544,50.0,3030.0,2.0,1.0,TRUE,Octane
blue,North America,Sypical,3,1,2,2,502,33.33333333333333,3058.0,0.0,2.0,TRUE,Fennec
blue,North America,AYYJAYY,3,2,1,1,454,66.66666666666666,2937.0,0.0,2.0,TRUE,Octane
orange,North America,BeastMode,5,4,3,0,753,80.0,2505.0,2.0,1.0,FALSE,Octane
orange,North America,Torment,3,0,2,1,388,0.0,2972.0,1.0,0.0,FALSE,Octane
orange,North America,Comm,2,0,0,2,222,0.0,2945.0,2.0,1.0,FALSE,Octane
blue,North America,AYYJAYY,2,1,3,0,560,50.0,2625.0,5.0,1.0,FALSE,Octane
blue,North America,Sypical,2,1,2,1,401,50.0,2576.0,0.0,2.0,FALSE,Fennec
blue,North America,Firstkiller,2,0,2,1,376,0.0,2821.0,2.0,2.0,FALSE,Octane
orange,North America,Comm,2,1,2,0,539,50.0,2685.0,4.0,1.0,TRUE,Octane
orange,North America,BeastMode,4,1,2,1,459,25.0,2604.0,1.0,1.0,TRUE,Octane
orange,North America,Torment,2,1,0,0,263,50.0,2916.0,0.0,5.0,TRUE,Octane
blue,North America,AYYJAYY,1,0,3,0,380,0.0,2854.0,0.0,1.0,TRUE,Octane
blue,North America,Firstkiller,2,1,0,0,290,50.0,2910.0,0.0,1.0,TRUE,Octane
blue,North America,Sypical,3,0,0,1,164,0.0,2722.0,2.0,2.0,TRUE,Fennec
orange,North America,BeastMode,0,0,2,0,325,0.0,2498.0,1.0,1.0,FALSE,Octane
orange,North America,Torment,0,0,1,0,170,0.0,2881.0,2.0,0.0,FALSE,Octane
orange,North America,Comm,4,0,0,0,128,0.0,2625.0,1.0,1.0,FALSE,Octane
blue,South America,CaioTG1,4,1,5,1,815,25.0,2883.0,0.0,0.0,TRUE,Fennec
blue,South America,caard,3,2,3,1,750,66.66666666666666,2789.0,0.0,0.0,TRUE,Octane
blue,South America,yanxnz,3,1,4,1,672,33.33333333333333,2848.0,0.0,4.0,TRUE,Octane
orange,Europe,M0nkey M00n,5,0,3,1,532,0.0,2896.0,1.0,0.0,FALSE,Octane
orange,Europe,Seikoo,3,1,2,0,487,33.33333333333333,2963.0,1.0,0.0,FALSE,Fennec
orange,Europe,Extra,9,2,0,0,434,22.22222222222222,2780.0,2.0,0.0,FALSE,Fennec
blue,South America,CaioTG1,1,0,3,0,356,0.0,3088.0,0.0,1.0,TRUE,Fennec
blue,South America,caard,1,1,0,0,354,100.0,2987.0,2.0,0.0,TRUE,Octane
blue,South America,yanxnz,2,0,1,1,327,0.0,2862.0,0.0,2.0,TRUE,Octane
orange,Europe,Seikoo,2,0,2,0,370,0.0,2923.0,1.0,0.0,FALSE,Fennec
orange,Europe,Extra,2,0,1,0,223,0.0,2874.0,1.0,2.0,FALSE,Fennec
orange,Europe,M0nkey M00n,2,0,0,0,148,0.0,2612.0,1.0,0.0,FALSE,Octane
blue,South America,caard,2,0,2,0,287,0.0,2687.0,1.0,1.0,FALSE,Octane
blue,South America,yanxnz,5,0,0,0,224,0.0,2794.0,1.0,1.0,FALSE,Octane
blue,South America,CaioTG1,0,0,1,0,183,0.0,3034.0,0.0,2.0,FALSE,Fennec
orange,Europe,M0nkey M00n,5,4,2,1,731,80.0,3009.0,3.0,1.0,TRUE,Octane
orange,Europe,Seikoo,4,1,3,2,670,25.0,2845.0,0.0,0.0,TRUE,Fennec
orange,Europe,Extra,2,1,2,2,435,50.0,2763.0,1.0,1.0,TRUE,Fennec
blue,South America,caard,2,0,2,1,317,0.0,2854.0,1.0,0.0,FALSE,Octane
blue,South America,yanxnz,2,1,0,0,252,50.0,2887.0,0.0,0.0,FALSE,Octane
blue,South America,CaioTG1,3,0,1,0,166,0.0,3020.0,1.0,1.0,FALSE,Fennec
orange,Europe,Extra,3,2,3,0,541,66.66666666666666,2710.0,1.0,1.0,TRUE,Fennec
orange,Europe,M0nkey M00n,0,0,2,1,246,0.0,2612.0,0.0,0.0,TRUE,Octane
orange,Europe,Seikoo,2,0,1,1,220,0.0,2898.0,0.0,1.0,TRUE,Fennec
blue,South America,caard,2,1,2,0,372,50.0,2824.0,0.0,0.0,FALSE,Octane
blue,South America,yanxnz,2,0,2,0,316,0.0,2790.0,2.0,2.0,FALSE,Octane
blue,South America,CaioTG1,1,0,2,1,300,0.0,2897.0,2.0,1.0,FALSE,Fennec
orange,Europe,M0nkey M00n,3,1,3,0,475,33.33333333333333,2804.0,1.0,1.0,TRUE,Octane
orange,Europe,Seikoo,1,0,0,2,278,0.0,3103.0,0.0,2.0,TRUE,Fennec
orange,Europe,Extra,3,1,0,0,266,33.33333333333333,2650.0,2.0,1.0,TRUE,Fennec
blue,South America,yanxnz,3,1,2,0,377,33.33333333333333,2408.0,1.0,2.0,FALSE,Octane
blue,South America,CaioTG1,1,0,3,0,352,0.0,2903.0,0.0,1.0,FALSE,Fennec
blue,South America,caard,2,0,1,0,216,0.0,2860.0,2.0,1.0,FALSE,Octane
orange,Europe,M0nkey M00n,7,2,2,3,717,28.57142857142857,3000.0,0.0,2.0,TRUE,Octane
orange,Europe,Extra,6,2,0,1,460,33.33333333333333,2677.0,3.0,0.0,TRUE,Fennec
orange,Europe,Seikoo,2,1,3,0,435,50.0,2836.0,1.0,1.0,TRUE,Fennec
blue,North America,JKnaps,4,2,4,1,748,50.0,2994.0,0.0,0.0,TRUE,Fennec
blue,North America,Chicago,3,1,3,1,533,33.33333333333333,2923.0,1.0,0.0,TRUE,Octane
blue,North America,Atomic,3,0,3,1,429,0.0,2599.0,0.0,0.0,TRUE,Octane
orange,North America,Firstkiller,5,0,3,0,417,0.0,2496.0,0.0,0.0,FALSE,Octane
orange,North America,Sypical,6,0,1,0,190,0.0,3125.0,0.0,1.0,FALSE,Fennec
orange,North America,AYYJAYY,1,0,1,0,160,0.0,2616.0,0.0,0.0,FALSE,Octane
blue,North America,Chicago,0,0,4,0,349,0.0,2943.0,2.0,3.0,FALSE,Octane
blue,North America,Atomic,3,0,3,0,320,0.0,2815.0,0.0,1.0,FALSE,Octane
blue,North America,JKnaps,2,0,0,0,252,0.0,2686.0,2.0,1.0,FALSE,Fennec
orange,North America,Firstkiller,3,1,3,0,563,33.33333333333333,3014.0,4.0,3.0,TRUE,Octane
orange,North America,Sypical,5,0,1,1,258,0.0,2723.0,0.0,1.0,TRUE,Fennec
orange,North America,AYYJAYY,1,0,2,0,240,0.0,2721.0,1.0,0.0,TRUE,Octane
blue,North America,Atomic,2,1,4,1,597,50.0,2703.0,4.0,3.0,TRUE,Octane
blue,North America,JKnaps,2,2,2,2,552,100.0,3036.0,1.0,0.0,TRUE,Fennec
blue,North America,Chicago,2,2,2,1,524,100.0,2938.0,2.0,2.0,TRUE,Octane
orange,North America,Firstkiller,7,1,0,0,314,14.285714285714285,2749.0,2.0,2.0,FALSE,Octane
orange,North America,Sypical,2,0,0,1,226,0.0,3085.0,1.0,4.0,FALSE,Fennec
orange,North America,AYYJAYY,1,0,0,0,90,0.0,2934.0,2.0,1.0,FALSE,Octane
blue,North America,Chicago,4,1,3,1,569,25.0,2801.0,1.0,0.0,FALSE,Octane
blue,North America,Atomic,3,1,2,1,495,33.33333333333333,3167.0,2.0,0.0,FALSE,Octane
blue,North America,JKnaps,3,0,1,0,210,0.0,2609.0,3.0,1.0,FALSE,Fennec
orange,North America,AYYJAYY,2,2,3,0,569,100.0,2882.0,0.0,0.0,TRUE,Octane
orange,North America,Firstkiller,4,0,3,1,446,0.0,2759.0,1.0,2.0,TRUE,Octane
orange,North America,Sypical,4,1,1,1,363,25.0,3145.0,0.0,4.0,TRUE,Fennec
blue,North America,JKnaps,2,1,1,0,298,50.0,2600.0,1.0,0.0,TRUE,Fennec
blue,North America,Atomic,2,0,1,0,261,0.0,2485.0,0.0,0.0,TRUE,Octane
blue,North America,Chicago,4,0,1,0,181,0.0,2783.0,0.0,1.0,TRUE,Octane
orange,North America,Firstkiller,3,0,3,0,364,0.0,2430.0,1.0,0.0,FALSE,Octane
orange,North America,AYYJAYY,1,0,1,0,166,0.0,2748.0,0.0,1.0,FALSE,Octane
orange,North America,Sypical,0,0,1,0,134,0.0,2807.0,0.0,0.0,FALSE,Fennec
blue,North America,Atomic,2,2,2,1,569,100.0,2783.0,1.0,1.0,TRUE,Octane
blue,North America,Chicago,4,0,2,1,408,0.0,2869.0,0.0,1.0,TRUE,Octane
blue,North America,JKnaps,1,1,0,1,282,100.0,2948.0,2.0,1.0,TRUE,Fennec
orange,North America,Firstkiller,1,0,2,0,323,0.0,2837.0,1.0,1.0,FALSE,Octane
orange,North America,AYYJAYY,2,0,1,0,212,0.0,2552.0,1.0,1.0,FALSE,Octane
orange,North America,Sypical,2,0,0,0,80,0.0,2609.0,1.0,1.0,FALSE,Fennec
blue,Europe,Seikoo,5,1,0,1,408,20.0,2678.0,1.0,1.0,TRUE,Fennec
blue,Europe,Extra,3,1,1,0,306,33.33333333333333,2896.0,3.0,2.0,TRUE,Fennec
blue,Europe,M0nkey M00n,2,0,1,0,172,0.0,2696.0,0.0,0.0,TRUE,Octane
orange,North America,Chicago,1,0,5,0,428,0.0,2759.0,2.0,1.0,FALSE,Octane
orange,North America,Atomic,1,1,1,0,333,100.0,2841.0,0.0,1.0,FALSE,Octane
orange,North America,JKnaps,2,0,1,1,297,0.0,2879.0,1.0,2.0,FALSE,Fennec
blue,Europe,M0nkey M00n,4,2,4,1,701,50.0,2775.0,0.0,2.0,TRUE,Octane
blue,Europe,Seikoo,1,1,1,1,389,100.0,2904.0,1.0,2.0,TRUE,Fennec
blue,Europe,Extra,2,0,1,0,148,0.0,2882.0,0.0,1.0,TRUE,Fennec
orange,North America,JKnaps,4,1,1,1,405,25.0,2845.0,1.0,1.0,FALSE,Fennec
orange,North America,Atomic,4,1,1,1,344,25.0,2852.0,2.0,0.0,FALSE,Octane
orange,North America,Chicago,3,0,1,0,188,0.0,2974.0,2.0,0.0,FALSE,Octane
blue,Europe,Seikoo,4,1,1,0,384,25.0,2774.0,1.0,4.0,TRUE,Fennec
